id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
8260,Erling Haaland,5,427,6,5.4959849417209625,0,0.6587890684604645,21,2,0,0,F,Manchester City,6,5.4959849417209625,5.495071738958359,0.2831152155995369
6026,Richarlison,5,354,3,1.8500997349619865,1,0.5962150022387505,13,4,1,0,F S,Tottenham,3,1.8500997349619865,3.332393128424883,0.9590749479830265
7148,Wilson Isidor,5,233,3,1.2730216830968857,0,0,13,0,0,0,F S,Sunderland,3,1.2730216830968857,1.2319694310426712,0.12492907047271729
7254,Viktor Gyokeres,5,406,3,2.659887909889221,0,0.1517878770828247,7,3,1,0,F,Arsenal,2,1.898719072341919,2.410692997276783,0.36018598452210426
8995,Hugo Ekitike,5,383,3,1.7408026978373528,1,0.23969341069459915,9,4,0,0,F,Liverpool,3,1.7408026978373528,2.0571164041757584,0.6671927310526371
10746,Jaidon Anthony,5,446,3,2.16752165555954,1,0.16847989708185196,11,4,1,0,M,Burnley,3,2.16752165555954,2.587531253695488,0.40886643528938293
11363,Antoine Semenyo,5,450,3,3.5956962779164314,2,0.4064173083752394,13,8,1,0,M,Bournemouth,2,2.8345274180173874,3.70006787776947,0.4591231197118759
1228,Bruno Fernandes,5,450,2,2.610142460092902,0,1.270894767716527,12,16,1,0,M,Manchester United,1,1.0878047663718462,2.252128694206476,1.0616156086325645
1250,Mohamed Salah,5,450,2,1.3251798525452614,2,0.790790569037199,7,6,0,0,M,Liverpool,1,0.5640110149979591,1.9010792821645737,0.8042531386017799
1776,Jarrod Bowen,5,450,2,0.6718568354845047,0,0.7466892395168543,12,4,0,0,F M,West Ham,2,0.6718568354845047,1.5998792499303818,0.46227049082517624
4456,Chris Wood,5,389,2,1.3727941364049911,0,0.17429565265774727,10,3,0,0,F,Nottingham Forest,2,1.3727941364049911,1.5692187696695328,0.10880379006266594
5675,Ismaila Sarr,3,270,2,1.9466686844825745,0,0.025558898225426674,3,1,1,0,F M,Crystal Palace,2,1.9466686844825745,2.30912783741951,0.3369002975523472
5735,Jean-Philippe Mateta,5,448,2,2.607044979929924,0,0,10,0,2,0,F,Crystal Palace,1,1.8458761423826218,1.206151396036148,0.06301373243331909
6615,Trevoh Chalobah,5,435,2,1.17244878038764,0,0.019906282424926758,8,1,1,0,D,Chelsea,2,1.17244878038764,1.7983084544539452,1.7839653119444847
7365,Lucas Paquetá,5,431,2,1.176795281469822,0,0.22379004210233688,7,6,1,0,F M,West Ham,1,0.4156264439225197,1.2591941803693771,0.7796214111149311
7526,Martín Zubimendi,5,450,2,0.2602872122079134,0,0.09671640768647194,6,2,1,0,M,Arsenal,2,0.2602872122079134,1.1379954870790243,0.9540388733148575
8272,João Pedro,5,426,2,1.5551699921488762,3,1.4533841609954834,9,5,0,0,F M,Chelsea,2,1.5551699921488762,1.821831502020359,0.7591340132057667
9307,Iliman Ndiaye,5,423,2,1.3126782402396202,1,0.6931414157152176,4,7,1,0,M,Everton,2,1.3126782402396202,2.7844332233071327,0.9548154249787331
9453,Moisés Caicedo,5,450,2,0.703327490016818,0,0.02825935371220112,5,1,1,0,M,Chelsea,2,0.703327490016818,2.240014284849167,2.1544386744499207
10697,Ryan Gravenberch,4,360,2,0.2369256131350994,1,0.6453477051109076,7,6,2,0,M,Liverpool,2,0.2369256131350994,2.1717784106731415,1.5367810130119324
10760,Brennan Johnson,5,245,2,1.0009253919124603,0,0.1424060259014368,4,3,1,0,F S,Tottenham,2,1.0009253919124603,1.3649471271783113,0.28549050725996494
11356,Enzo Fernández,5,442,2,2.017979808151722,1,0.7582280747592449,5,6,1,0,M,Chelsea,1,1.2568109706044197,2.3936603516340256,2.258863478899002
11707,Jurriën Timber,5,350,2,0.6394447088241577,1,0.5210716128349304,5,6,2,0,D S,Arsenal,2,0.6394447088241577,1.0550277158617973,0.659126553684473
13222,Thiago,5,413,2,1.5094781517982483,0,0.6886284500360489,7,4,2,0,F,Brentford,1,0.7483093217015266,1.5938609540462494,0.20113791152834892
468,Callum Wilson,5,162,1,1.0425323490053415,0,0.08269345760345459,6,1,0,0,F S,West Ham,1,1.0425323490053415,1.009868085384369,0
489,James Milner,4,120,1,0.7611688375473022,0,0.14432482421398163,1,1,1,0,M S,Brighton,0,0,0.523439884185791,0.523439884185791
500,Alex Iwobi,5,408,1,0.5091397585347295,2,1.0903970748186111,7,6,1,0,M,Fulham,1,0.5091397585347295,1.8344491887837648,0.8561808168888092
668,Idrissa Gueye,5,439,1,0.7176887169480324,0,0.13177984207868576,9,2,0,0,M,Everton,1,0.7176887169480324,2.5448494032025337,2.0853563100099564
1018,Josh Cullen,5,426,1,0.05117474123835564,1,0.7194740623235703,1,6,0,0,M,Burnley,1,0.05117474123835564,1.9747243523597717,1.328452467918396
1433,Federico Chiesa,4,35,1,0.4300702065229416,0,0,3,0,0,0,S,Liverpool,1,0.4300702065229416,0.881363034248352,0.45129282772541046
2248,Casemiro,5,259,1,0.7945162206888199,0,0.14742855355143547,4,2,1,1,M S,Manchester United,1,0.7945162206888199,0.5245123021304607,0.4145607389509678
5555,Dominic Calvert-Lewin,3,175,1,0.1982291378080845,0,0.08158750459551811,4,2,0,0,F S,Leeds,1,0.1982291378080845,0.6074340045452118,0.3879980444908142
5596,Harry Wilson,5,286,1,0.5524102039635181,0,0.16056087613105774,5,3,0,0,M S,Fulham,1,0.5524102039635181,0.6766436472535133,0.18425537645816803
6055,Phil Foden,3,171,1,0.3050074130296707,0,0.019334079697728157,4,1,0,0,M S,Manchester City,1,0.3050074130296707,0.7334678284823895,0.42846041545271873
6382,Pedro Neto,5,366,1,0.5461067743599415,0,0.8027647063136101,5,8,0,0,M,Chelsea,1,0.5461067743599415,1.5139583200216293,0.332394914701581
6456,Callum Hudson-Odoi,5,350,1,0.43086693063378334,0,0.9074476063251495,5,7,0,0,M S,Nottingham Forest,1,0.43086693063378334,2.244672328233719,1.2558583617210388
6544,Lukas Nmecha,5,137,1,0.900671549141407,0,0,3,0,0,0,F S,Leeds,0,0.13950268924236298,0.5137586072087288,0.374255895614624
6552,Bryan Mbeumo,5,440,1,1.9333880543708801,0,0.9966353140771389,15,8,0,0,M,Manchester United,1,1.9333880543708801,3.679896265268326,0.9662375561892986
7230,Emile Smith-Rowe,5,77,1,0.6621709950268269,0,0.06276560574769974,3,1,0,0,S,Fulham,1,0.6621709950268269,1.208152960985899,0.5459819659590721
7322,Bukayo Saka,3,185,1,0.43939386308193207,0,0.21106718853116035,3,5,0,0,F S,Arsenal,1,0.43939386308193207,0.8166295737028122,0.2105388268828392
7438,James Garner,5,450,1,0.16162364557385445,0,0.5771643593907356,6,6,1,0,D M,Everton,1,0.16162364557385445,1.4659527763724327,1.3285617157816887
7498,Lyle Foster,5,431,1,0.7682338692247868,1,0.5803435295820236,4,4,1,0,F,Burnley,1,0.7682338692247868,1.4200293943285942,0.280414380133152
7603,Marc Guehi,5,450,1,0.4040986802428961,0,0.022758367005735636,4,2,0,0,D,Crystal Palace,1,0.4040986802428961,1.1690493263304234,1.1184096224606037
7752,Gabriel Martinelli,4,141,1,0.15825188532471657,0,0.03301990032196045,2,1,0,0,F S,Arsenal,1,0.15825188532471657,0.19127178192138672,0
8094,Mathis Cherki,2,73,1,0.05370163172483444,0,0.4975411593914032,1,1,0,0,M S,Manchester City,1,0.05370163172483444,0.17543181031942368,0.12173017859458923
8117,Nick Woltemade,2,158,1,0.16368259489536285,0,0.017971137538552284,3,1,0,0,F,Newcastle United,1,0.16368259489536285,0.2240525633096695,0.13870595395565033
8129,Riccardo Calafiori,5,395,1,1.3080449476838112,2,0.3667193166911602,10,3,2,0,D,Arsenal,1,1.3080449476838112,2.040164813399315,1.7078054547309875
8204,Neco Williams,5,450,1,0.2044423557817936,0,0.35852527618408203,5,2,2,0,D,Nottingham Forest,1,0.2044423557817936,2.0829186104238033,1.5807939767837524
8214,Tyrick Mitchell,5,450,1,0.4656491279602051,0,0.40729255229234695,2,7,2,0,D,Crystal Palace,1,0.4656491279602051,1.7898322492837906,1.2071871310472488
8327,Bruno Guimarães,4,360,1,0.3888843022286892,0,0.0726828072220087,2,3,2,0,M,Newcastle United,1,0.3888843022286892,1.2179982736706734,0.7863958552479744
8497,Cole Palmer,3,143,1,0.5224495083093643,0,0.015278443694114685,9,1,0,0,M S,Chelsea,1,0.5224495083093643,0.6714966893196106,0.25048750825226307
8651,Enzo Le Fée,4,211,1,0.8111801706254482,0,0.1598401814699173,2,2,0,0,F S,Sunderland,0,0.05001133307814598,0.4299861453473568,0.3799748122692108
8662,Dan Ndoye,5,381,1,0.30143463611602783,1,0.5719381719827652,1,4,0,0,M,Nottingham Forest,1,0.30143463611602783,1.3999999910593033,0.5266271680593491
8845,Hee-Chan Hwang,4,171,1,0.38580621778964996,0,0.0520901195704937,3,1,0,0,F S,Wolverhampton Wanderers,1,0.38580621778964996,0.3968256153166294,0
8859,Mikkel Damsgaard,3,270,1,0.47474060766398907,0,0.3824288696050644,4,5,0,0,M,Brentford,1,0.47474060766398907,1.1325425952672958,0.7146357297897339
8864,Matthew Cash,5,438,1,0.05862584337592125,0,0.3739002197980881,3,4,2,0,D,Aston Villa,1,0.05862584337592125,1.1198165640234947,0.9345996789634228
9021,Pape Sarr,4,349,1,0.33093458600342274,1,0.5134420394897461,3,1,0,0,M,Tottenham,1,0.33093458600342274,2.2117170095443726,2.1840030550956726
9156,Kevin Schade,5,397,1,1.4278898760676384,0,0.09396053478121758,9,2,0,0,F M S,Brentford,1,0.6667210385203362,1.3222599886357784,0.7456833720207214
9501,Fabio Carvalho,4,93,1,0.6895682029426098,0,0,2,0,0,0,M S,Brentford,1,0.6895682029426098,0.6895682029426098,0
9556,William Osula,5,122,1,0.5418440885841846,0,0.060651179403066635,3,1,0,0,F S,Newcastle United,1,0.5418440885841846,0.27571605145931244,0.06894243508577347
9662,Dango Ouattara,4,216,1,1.2560639083385468,0,0,5,0,0,0,M S,Brentford,1,1.2560639083385468,1.7327934503555298,0.47672951966524124
9739,Kiernan Dewsbury-Hall,5,450,1,0.3079122491180897,1,1.8914767503738403,4,11,4,0,M,Everton,1,0.3079122491180897,2.411152705550194,1.9453457593917847
9788,Dominik Szoboszlai,5,450,1,0.4988208934664726,0,0.20465105399489403,12,4,1,0,D M,Liverpool,1,0.4988208934664726,2.748088002204895,2.39346045255661
9910,Anton Stach,5,450,1,0.7212152108550072,1,1.187343269586563,11,11,1,0,M,Leeds,1,0.7212152108550072,1.756546713411808,0.3403874859213829
9983,Beto,5,317,1,1.4568794146180153,0,0.10769732296466827,8,1,1,0,F S,Everton,1,1.4568794146180153,2.070660039782524,0.5479457378387451
10050,Micky van de Ven,5,443,1,0.34815701842308044,0,0.10526277869939804,3,1,1,0,D,Tottenham,1,0.34815701842308044,1.040216414257884,1.040216414257884
10715,João Palhinha,5,336,1,0.4885386526584625,0,0,4,0,0,0,M S,Tottenham,1,0.4885386526584625,1.2064541205763817,0.7975938394665718
10717,Rodrigo Muniz,5,334,1,1.6806066185235977,1,0.5352762266993523,8,4,1,0,F S,Fulham,1,1.6806066185235977,1.9731696993112564,1.0010120272636414
10741,Marcus Tavernier,5,426,1,1.0785615928471088,0,0.3155849799513817,10,4,0,0,M,Bournemouth,1,1.0785615928471088,2.2900383919477463,1.0463720001280308
10806,Kaoru Mitoma,5,444,1,0.6436578035354614,1,0.7486550211906433,6,7,1,0,M,Brighton,1,0.6436578035354614,1.7071651965379715,0.39131664857268333
11296,Cody Gakpo,5,422,1,0.6806081645190716,2,1.80133805423975,12,10,0,0,M,Liverpool,1,0.6806081645190716,2.349317565560341,0.7593045830726624
11310,Brajan Gruda,5,118,1,0.8867393471300602,0,0.0776227917522192,6,2,0,0,M S,Brighton,1,0.8867393471300602,1.7404722198843956,0.7761100828647614
11385,Yasin Ayari,5,361,1,0.36962880194187164,0,0.0701068751513958,9,3,0,0,M S,Brighton,1,0.36962880194187164,0.7994911521673203,0.4432026445865631
11965,Tijjani Reijnders,5,450,1,0.8075246550142765,2,1.1821975745260715,9,6,1,0,M,Manchester City,1,0.8075246550142765,3.7960344925522804,2.418468654155731
11966,Noah Okafor,3,162,1,0.43068070709705353,0,0.03432764112949371,3,1,1,0,F S,Leeds,1,0.43068070709705353,0.8969842791557312,0.431975893676281
12149,Alex Scott,5,352,1,0.206265889108181,0,0.23794974759221077,4,4,1,0,M,Bournemouth,1,0.206265889108181,2.0118140131235123,1.751918114721775
12721,Ladislav Krejcí,2,180,1,0.42917048931121826,0,0.08034540712833405,1,2,1,0,M,Wolverhampton Wanderers,1,0.42917048931121826,0.7117794454097748,0.20226351916790009
12756,Rodrigo Gomes,4,166,1,0.5690785739570856,0,0.04556407406926155,7,1,0,0,D S,Wolverhampton Wanderers,1,0.5690785739570856,0.641912067309022,0.07283351384103298
12759,Yankuba Minteh,5,419,1,1.3502700701355934,1,0.9534649811685085,8,7,0,0,M,Brighton,1,1.3502700701355934,2.383421376347542,1.5062125399708748
12912,Lucas Bergvall,5,288,1,0.37400126084685326,1,0.21223433315753937,3,2,0,0,M S,Tottenham,1,0.37400126084685326,0.833281472325325,0.31538815423846245
12963,Evanilson,5,444,1,1.157268486917019,0,0.7375966720283031,12,7,1,0,F,Bournemouth,1,1.157268486917019,2.348562642931938,0.6133584454655647
13206,Matt O&#039;Riley,2,179,1,1.139720857143402,0,0.14959949534386396,4,4,0,0,M,Brighton,0,0.37855201959609985,0.5305772870779037,0.11395914107561111
13692,Rio Ngumoha,2,2,1,0.3935171365737915,0,0.0795217901468277,1,1,0,0,S,Liverpool,1,0.3935171365737915,0.5308146178722382,0.05777569115161896
13715,Dan Ballard,3,152,1,0.11519417818635702,0,0.5722902864217758,5,2,0,0,D S,Sunderland,1,0.11519417818635702,0.07901211827993393,0.03667960315942764
13718,Eliezer Mayenda,4,217,1,0.6566543281078339,0,0.30460771918296814,3,1,0,0,F S,Sunderland,1,0.6566543281078339,0.3412873148918152,0
76,Fabian Schär,4,356,0,0.05895868316292763,0,0.07261231448501348,4,2,0,0,D,Newcastle United,0,0.05895868316292763,1.1299001276493073,1.0792096629738808
87,Joelinton,3,234,0,0.015618962235748768,0,0.6109824776649475,1,1,1,0,M,Newcastle United,0,0.015618962235748768,2.180376559495926,1.569394078105688
181,Bernd Leno,5,450,0,0,0,0,0,0,1,0,GK,Fulham,0,0,0.7806179188191891,0.7806179188191891
204,Granit Xhaka,5,450,0,0.06361457519233227,2,0.7624452821910381,2,7,2,0,M,Sunderland,0,0.06361457519233227,1.0527905896306038,0.6326443925499916
501,Danny Welbeck,5,259,0,1.576341137290001,0,0.050700414925813675,4,1,0,0,F S,Brighton,0,0.8151722401380539,0.9408652223646641,0.1611502766609192
579,Nathan Aké,3,86,0,0.0981948971748352,0,0,1,0,0,0,S,Manchester City,0,0.0981948971748352,0.0981948971748352,0
585,Seamus Coleman,1,1,0,0,0,0,0,0,0,0,S,Everton,0,0,0,0
586,John Stones,4,268,0,0,0,0,0,0,0,0,D S,Manchester City,0,0,1.5226431302726269,1.5226431302726269
603,Nathaniel Clyne,1,1,0,0,0,0,0,0,0,0,S,Crystal Palace,0,0,0,0
605,Jordan Henderson,5,336,0,0.029967214912176132,1,0.12247287482023239,1,1,0,0,M S,Brentford,0,0.029967214912176132,0.7419091984629631,0.589469101279974
638,Kyle Walker,5,450,0,0.01382085494697094,0,0,1,0,1,0,D,Burnley,0,0.01382085494697094,1.3113189786672592,1.2974981218576431
652,Kieran Trippier,4,327,0,0,0,0.21748362900689244,0,8,0,0,D,Newcastle United,0,0,0.3607029914855957,0.29154787212610245
675,Jack Grealish,5,379,0,0.6530421562492847,4,2.3685261011123657,7,13,1,0,M S,Everton,0,0.6530421562492847,3.666400909423828,1.2853100150823593
725,Ola Aina,3,270,0,0.023151176050305367,0,0.09227590635418892,2,2,1,0,D,Nottingham Forest,0,0.023151176050305367,0.7890547513961792,0.6736276596784592
741,Jordan Pickford,5,450,0,0,0,0,0,0,0,0,GK,Everton,0,0,0,0
766,Jamaal Lascelles,1,2,0,0,0,0,0,0,0,0,S,Newcastle United,0,0,0,0
780,Karl Darlow,2,180,0,0,0,0,0,0,0,0,GK,Leeds,0,0,0.037609655410051346,0.037609655410051346
825,Adam Smith,3,205,0,0,0,0.35100075602531433,0,1,0,0,D,Bournemouth,0,0,1.0077061653137207,0.656705416738987
833,Virgil van Dijk,5,450,0,0.33563756942749023,0,0.01874399557709694,2,1,0,0,D,Liverpool,0,0.33563756942749023,2.2971498519182205,2.278405860066414
843,James Ward-Prowse,5,417,0,0.10974198207259178,0,1.4593449532985687,2,12,0,0,M,West Ham,0,0.10974198207259178,0.5672934018075466,0.45175231993198395
885,Kyle Walker-Peters,4,284,0,0.15635941177606583,0,0.04995102062821388,3,1,0,0,D S,West Ham,0,0.15635941177606583,0.5802923440933228,0.5423695892095566
900,Adama Traoré,3,54,0,0.03330588713288307,0,0.054294388741254807,1,1,0,0,S,Fulham,0,0.03330588713288307,0.49571384117007256,0.408113569021225
902,Sam Byram,1,4,0,0,0,0,0,0,0,0,S,Leeds,0,0,0,0
925,Patrick Roberts,1,23,0,0.06801629066467285,0,0,1,0,0,0,S,Sunderland,0,0.06801629066467285,0.10939916223287582,0.04138287156820297
978,Sam Johnstone,1,90,0,0,0,0,0,0,0,0,GK,Wolverhampton Wanderers,0,0,0,0
987,Joseph Gomez,2,25,0,0,0,0,0,0,0,0,S,Liverpool,0,0,0,0
1006,Luke Shaw,5,440,0,0.08364910632371902,0,0.06331620365381241,1,1,0,0,D,Manchester United,0,0.08364910632371902,0.7582114338874817,0.7582114338874817
1024,Tyrone Mings,5,450,0,0.25839483737945557,0,0.16460222750902176,3,3,0,0,D,Aston Villa,0,0.25839483737945557,1.2497766204178333,1.0433019772171974
1116,Gianluigi Donnarumma,2,180,0,0,0,0,0,0,1,0,GK,Manchester City,0,0,0.17836492881178856,0.17836492881178856
1257,Alisson,5,450,0,0,0,0,0,0,0,0,GK,Liverpool,0,0,1.2650853544473648,1.2650853544473648
1537,Sasa Lukic,5,450,0,0.6671591401100159,0,0.6996954865753651,4,9,3,0,M,Fulham,0,0.6671591401100159,1.4837737381458282,0.7033726684749126
1653,Michael Keane,5,450,0,0.8961926698684692,0,0.097673699259758,4,1,0,0,D,Everton,0,0.8961926698684692,0.6829976364970207,0.1246761605143547
1665,James Tarkowski,5,450,0,0.35699406266212463,0,0.07919476926326752,1,1,0,0,D,Everton,0,0.35699406266212463,0.3900330886244774,0.31083831936120987
1679,Dominic Solanke,2,22,0,0.184296615421772,0,0,2,0,0,0,S,Tottenham,0,0.184296615421772,0.184296615421772,0
1687,Harry Maguire,4,117,0,0.10402479022741318,1,0.19499868154525757,2,1,0,0,D S,Manchester United,0,0.10402479022741318,0.27683231979608536,0.27683231979608536
1688,Andrew Robertson,2,80,0,0.15037815272808075,0,0.4108383357524872,1,5,0,0,S,Liverpool,0,0.15037815272808075,0.8229102119803429,0.7280535325407982
1760,Arthur Masuaku,1,7,0,0,0,0,0,0,0,0,S,Sunderland,0,0,0,0
1789,Lewis Cook,1,1,0,0,0,0,0,0,0,0,S,Bournemouth,0,0,0,0
1823,Lucas Digne,5,316,0,0.06868065893650055,0,0,2,0,1,0,D S,Aston Villa,0,0.06868065893650055,0.1848250087350607,0.1848250087350607
2182,Jefferson Lerma,5,150,0,0.4103640839457512,0,0.07470468431711197,4,1,1,0,M S,Crystal Palace,0,0.4103640839457512,1.0568597773090005,0.7222141250967979
2203,Emiliano Buendía,4,242,0,0.3308654837310314,0,0.32333918660879135,8,5,1,0,M S,Aston Villa,0,0.3308654837310314,0.7765687182545662,0.2330026775598526
2310,Alphonse Areola,1,90,0,0,0,0,0,0,0,0,GK,West Ham,0,0,0.01695026457309723,0.01695026457309723
2496,Rodri,4,265,0,0.10182833485305309,0,0.0649138055741787,3,2,0,0,M S,Manchester City,0,0.10182833485305309,1.8074131906032562,1.6803240478038788
2517,Martin Odegaard,4,163,0,0.16580358520150185,0,0.13510377705097198,4,1,0,0,M S,Arsenal,0,0.16580358520150185,0.2879353500902653,0.18898457288742065
2958,Oleksandr Zinchenko,1,90,0,0.0403057299554348,0,0.03983639180660248,3,1,0,0,D,Nottingham Forest,0,0.0403057299554348,0.4996951222419739,0.44851937890052795
3635,Bernardo Silva,5,356,0,0.06499067693948746,1,1.6122812926769257,1,7,1,0,M S,Manchester City,0,0.06499067693948746,2.7316781543195248,1.995113518089056
3697,Odsonne Edouard,1,1,0,0,0,0,0,0,0,0,S,Crystal Palace,0,0,0,0
4105,Raúl Jiménez,5,116,0,0.34913331270217896,0,0,4,0,0,0,F S,Fulham,0,0.34913331270217896,0.3620546832680702,0.06276560574769974
4401,Emiliano Martinez,3,270,0,0,0,0,0,0,0,0,GK,Aston Villa,0,0,0.2738601565361023,0.2738601565361023
5220,Kai Havertz,1,29,0,0,0,0,0,0,0,0,S,Arsenal,0,0,0.18898457288742065,0.18898457288742065
5232,Alexander Isak,1,22,0,0,0,0,0,0,0,0,S,Liverpool,0,0,0,0
5261,Kevin Danso,2,8,0,0,0,0,0,0,0,0,S,Tottenham,0,0,0.12657597661018372,0.12657597661018372
5304,Mikel Merino,4,218,0,0.565120279788971,0,0.192874226719141,1,2,0,0,M S,Arsenal,0,0.565120279788971,0.4768662340939045,0.4768662340939045
5355,Jacob Bruun Larsen,3,189,0,0.11346227675676346,1,0.5822235345840454,2,2,0,0,M S,Burnley,0,0.11346227675676346,0.9955938458442688,0.34186312556266785
5552,Nick Pope,5,450,0,0,0,0,0,0,1,0,GK,Newcastle United,0,0,0.11292845755815506,0.11292845755815506
5553,Declan Rice,5,369,0,0.17267418839037418,1,0.5980157125741243,4,6,0,0,M S,Arsenal,0,0.17267418839037418,0.723571851849556,0.6905519515275955
5584,Aaron Wan-Bissaka,2,180,0,0,0,0.08137615025043488,0,2,0,0,M,West Ham,0,0,0.3305099308490753,0.24913378059864044
5590,Tosin Adarabioyo,4,354,0,0.03566968813538551,0,0,1,0,1,0,D S,Chelsea,0,0.03566968813538551,1.6507083103060722,1.6507083103060722
5595,Daniel James,4,223,0,0.45565418899059296,0,0.2042045071721077,5,2,0,0,F S,Leeds,0,0.45565418899059296,0.6451000645756721,0
5613,Gabriel,5,450,0,0.5469188690185547,0,0,4,0,0,0,D,Arsenal,0,0.5469188690185547,1.6361717768013477,1.6151216216385365
5659,Nordi Mukiele,3,270,0,0.10752668045461178,0,0.2781921401619911,2,4,0,0,D,Sunderland,0,0.10752668045461178,0.3105550706386566,0.10323238000273705
5722,Ibrahim Sangare,5,362,0,0.03153094742447138,0,0,2,0,0,0,M S,Nottingham Forest,0,0.03153094742447138,1.085270717740059,1.0714617520570755
5789,Boubacar Kamara,3,190,0,0.17516101896762848,1,0.08368019759654999,1,2,1,0,M,Aston Villa,0,0.17516101896762848,0.12500154599547386,0.12500154599547386
5956,Youri Tielemans,4,318,0,0.1518993116915226,0,0.14734115079045296,5,4,0,0,M,Aston Villa,0,0.1518993116915226,0.7420355901122093,0.659475289285183
5973,Kenny Tete,5,450,0,0.08857805281877518,0,0.08524645306169987,1,2,0,0,D,Fulham,0,0.08857805281877518,0.552203606814146,0.46695714443922043
6048,Lewis Dunk,5,450,0,0.0871452335268259,0,0.030177410691976547,4,1,1,0,D,Brighton,0,0.0871452335268259,1.4478451758623123,1.4478451758623123
6063,Jacob Murphy,4,234,0,0.8869607299566269,1,0.08534660935401917,9,1,0,0,F S,Newcastle United,0,0.8869607299566269,1.1052004843950272,0.2362109161913395
6080,Victor Lindelöf,1,5,0,0,0,0,0,0,0,0,S,Aston Villa,0,0,0,0
6098,Niclas Füllkrug,4,236,0,0.2414710968732834,0,0.18360396847128868,5,3,0,0,F S,West Ham,0,0.2414710968732834,0.4625146724283695,0.1229296624660492
6104,Will Hughes,5,395,0,0.14744075760245323,0,0.30365127325057983,3,5,3,0,M,Crystal Palace,0,0.14744075760245323,2.296859309077263,2.0952388793230057
6108,Rodrigo Bentancur,4,262,0,0,0,0.2830500230193138,0,3,0,0,M S,Tottenham,0,0,0.5336875952780247,0.45800579711794853
6122,Douglas Luiz,1,77,0,0.023048534989356995,0,0.016963817179203033,1,1,0,0,M,Nottingham Forest,0,0.023048534989356995,0.3398227393627167,0.32285889983177185
6145,Daichi Kamada,3,270,0,0.17338698357343674,0,0.4589690715074539,3,4,0,0,M,Crystal Palace,0,0.17338698357343674,0.5754321962594986,0.07111238688230515
6157,Timothy Castagne,3,139,0,0.2698104456067085,0,0.07422585040330887,3,1,0,0,M S,Fulham,0,0.2698104456067085,0.6429948545992374,0.46133339777588844
