perfomance_names,perfomance_odds,contest
Bertrand Traore Perf,8 - 10,Man City v Sunderland
Chemsdine Talbi Perf,6 - 8,Man City v Sunderland
Wilson Isidor Perf,5.5 - 7.5,Man City v Sunderland
Brian Brobbey Perf,5 - 7,Man City v Sunderland
Anton Stach Perf,17.5 - 20,Leeds v Liverpool
Ao Tanaka Perf,15.5 - 18,Leeds v Liverpool
Jaka Bijol Perf,15.5 - 18,Leeds v Liverpool
Pascal Struijk Perf,15 - 17.5,Leeds v Liverpool
Ethan Ampadu Perf,14.5 - 17,Leeds v Liverpool
James Justin Perf,14 - 16.5,Leeds v Liverpool
Jack Harrison Perf,13.5 - 16,Leeds v Liverpool
Joe Rodon Perf,12 - 14.5,Leeds v Liverpool
Brenden Aaronson Perf,11.5 - 14,Leeds v Liverpool
Jayden Bogle Perf,11 - 13.5,Leeds v Liverpool
Wilfried Gnonto Perf,11 - 13.5,Leeds v Liverpool
Dominic Calvert-Lewin Perf,10 - 12.5,Leeds v Liverpool
Lukas Nmecha Perf,9.5 - 12,Leeds v Liverpool
Noah Okafor Perf,9.5 - 12,Leeds v Liverpool
Gabriel Gudmondsson Perf,9.5 - 12,Leeds v Liverpool
Joel Piroe Perf,9 - 11.5,Leeds v Liverpool
Alexis MacAllister Perf,20 - 23,Leeds v Liverpool
Virgil van Dijk Perf,19 - 22,Leeds v Liverpool
Dominik Szoboszlai Perf,18 - 20.5,Leeds v Liverpool
Mohamed Salah Perf,17.5 - 20,Leeds v Liverpool
Ibrahima Konate Perf,18 - 20.5,Leeds v Liverpool
Wataru Endo Perf,17.5 - 20,Leeds v Liverpool
Ryan Gravenberch Perf,16.5 - 19,Leeds v Liverpool
Florian Wirtz Perf,16.5 - 19,Leeds v Liverpool
Curtis Jones Perf,16 - 18.5,Leeds v Liverpool
Andrew Robertson Perf,16 - 18.5,Leeds v Liverpool
Cody Gakpo Perf,15 - 17.5,Leeds v Liverpool
Milos Kerkez Perf,15 - 17.5,Leeds v Liverpool
Joe Gomez Perf,15 - 17.5,Leeds v Liverpool
Hugo Ekitike Perf,13.5 - 16,Leeds v Liverpool
Alexander Isak Perf,12.5 - 15,Leeds v Liverpool
Olivier Boscagli Perf,26 - 29,Brighton v West Ham
Diego Gomez Perf,25 - 28,Brighton v West Ham
Mats Wieffer Perf,22 - 25,Brighton v West Ham
Danny Welbeck Perf,21 - 24,Brighton v West Ham
Jan Paul van Hecke Perf,21 - 24,Brighton v West Ham
Lewis Dunk Perf,21 - 24,Brighton v West Ham
Maxime De Cuyper Perf,20 - 23,Brighton v West Ham
Kaoru Mitoma Perf,20 - 23,Brighton v West Ham
Yasin Ayari Perf,20 - 23,Brighton v West Ham
Diego Coppola Perf,20 - 23,Brighton v West Ham
Yankuba Minteh Perf,19 - 22,Brighton v West Ham
Carlos Baleba Perf,19 - 22,Brighton v West Ham
Jack Hinshelwood Perf,18.5 - 21,Brighton v West Ham
Georginio Rutter Perf,18.5 - 21,Brighton v West Ham
Ferdi Kadioglu Perf,18 - 20.5,Brighton v West Ham
Charalampos Kostoulas Perf,17.5 - 20,Brighton v West Ham
Brajan Gruda Perf,17 - 19.5,Brighton v West Ham
Stefanos Tzimas Perf,17 - 19.5,Brighton v West Ham
Joel Veltman Perf,16.5 - 19,Brighton v West Ham
Lucas Paqueta Perf,18.5 - 21,Brighton v West Ham
Freddie Potts Perf,16.5 - 19,Brighton v West Ham
Mateus Fernandes Perf,16 - 18.5,Brighton v West Ham
Soungoutou Magassa Perf,16 - 18.5,Brighton v West Ham
Aaron Wan-Bissaka Perf,15 - 17.5,Brighton v West Ham
Jarrod Bowen Perf,14.5 - 17,Brighton v West Ham
Jean-Clair Todibo Perf,14 - 16.5,Brighton v West Ham
James Ward-Prowse Perf,13 - 15.5,Brighton v West Ham
Guido Rodriguez Perf,13 - 15.5,Brighton v West Ham
Konstantinos Mavropanos Perf,12.5 - 15,Brighton v West Ham
El Hadji Malick Diouf Perf,12 - 14.5,Brighton v West Ham
Tomas Soucek Perf,11.5 - 14,Brighton v West Ham
Max Kilman Perf,11.5 - 14,Brighton v West Ham
Kyle Walker-Peters Perf,10 - 12.5,Brighton v West Ham
Luis Guilherme Perf,9.5 - 12,Brighton v West Ham
Crysencio Summerville Perf,9 - 11.5,Brighton v West Ham
Niclas Fullkrug Perf,7.5 - 9.5,Brighton v West Ham
Callum Wilson Perf,7 - 9,Brighton v West Ham
Joachim Andersen Perf,19 - 22,Fulham v Crystal Palace
Kenny Tete Perf,17.5 - 20,Fulham v Crystal Palace
Ryan Sessegnon Perf,17.5 - 20,Fulham v Crystal Palace
Calvin Bassey Perf,17.5 - 20,Fulham v Crystal Palace
Alex Iwobi Perf,16 - 18.5,Fulham v Crystal Palace
Sander Berge Perf,15.5 - 18,Fulham v Crystal Palace
Raul Jimenez Perf,15.5 - 18,Fulham v Crystal Palace
Emile Smith Rowe Perf,15 - 17.5,Fulham v Crystal Palace
Harry Wilson Perf,15 - 17.5,Fulham v Crystal Palace
Kevin Perf,14.5 - 17,Fulham v Crystal Palace
Timothy Castagne Perf,14.5 - 17,Fulham v Crystal Palace
Sasa Lukic Perf,14 - 16.5,Fulham v Crystal Palace
Joshua King Perf,13 - 15.5,Fulham v Crystal Palace
Samuel Chukwueze Perf,12 - 14.5,Fulham v Crystal Palace
Daniel Munoz Perf,16.5 - 19,Fulham v Crystal Palace
Daichi Kamada Perf,15.5 - 18,Fulham v Crystal Palace
Yeremi Pino Perf,14.5 - 17,Fulham v Crystal Palace
Maxence Lacroix Perf,13.5 - 16,Fulham v Crystal Palace
Adam Wharton Perf,13.5 - 16,Fulham v Crystal Palace
Marc Guehi Perf,13 - 15.5,Fulham v Crystal Palace
Eddie Nketiah Perf,12.5 - 15,Fulham v Crystal Palace
Tyrick Mitchell Perf,12 - 14.5,Fulham v Crystal Palace
Jefferson Lerma Perf,11.5 - 14,Fulham v Crystal Palace
Chris Richards Perf,11 - 13.5,Fulham v Crystal Palace
Jean-Philippe Mateta Perf,11 - 13.5,Fulham v Crystal Palace
Will Hughes Perf,10 - 12.5,Fulham v Crystal Palace
