AM_namesX10,AM_oddsX10,contest
Archie Gray Ax10,0.1 - 0.3,Tottenham v Liverpool
Bukayo Saka Ax10,2.4 - 2.8,Everton v Arsenal
Declan Rice Ax10,1.9 - 2.3,Everton v Arsenal
Eberechi Eze Ax10,1.7 - 2.1,Everton v Arsenal
Dwight McNeil Ax10,1.7 - 2.1,Everton v Arsenal
Gabriel Martinelli Ax10,1.6 - 2,Everton v Arsenal
Viktor Gyokeres Ax10,1.5 - 1.8,Everton v Arsenal
Jack Grealish Ax10,1 - 1.3,Everton v Arsenal
Martin Zubimendi Ax10,0.7 - 0.9,Everton v Arsenal
James Garner Ax10,0.7 - 0.9,Everton v Arsenal
Piero Hincapie Ax10,0.5 - 0.7,Everton v Arsenal
Myles Lewis-Skelly Ax10,0.5 - 0.7,Everton v Arsenal
Carlos Alcaraz Ax10,0.4 - 0.6,Everton v Arsenal
Vitaliy Mykolenko Ax10,0.4 - 0.6,Everton v Arsenal
Jurrien Timber Ax10,0.3 - 0.5,Everton v Arsenal
Thierno Barry Ax10,0.4 - 0.6,Everton v Arsenal
James Tarkowski Ax10,0.2 - 0.4,Everton v Arsenal
Tim Iroegbunam Ax10,0.1 - 0.3,Everton v Arsenal
Jake O'Brien Ax10,0.1 - 0.3,Everton v Arsenal
Martin Odegaard Ax10,2.2 - 2.6,Everton v Arsenal
Noni Madueke Ax10,1.6 - 1.9,Everton v Arsenal
Gabriel Jesus Ax10,1.3 - 1.6,Everton v Arsenal
Leandro Trossard Ax10,1.2 - 1.5,Everton v Arsenal
Mikel Merino Ax10,1 - 1.3,Everton v Arsenal
Ethan Nwaneri Ax10,0.9 - 1.2,Everton v Arsenal
Kiernan Dewsbury-Hall Ax10,0.8 - 1.1,Everton v Arsenal
Ben White Ax10,0.7 - 0.9,Everton v Arsenal
Nathan Patterson Ax10,0.7 - 0.9,Everton v Arsenal
Riccardo Calafiori Ax10,0.6 - 0.8,Everton v Arsenal
Christian Norgaard Ax10,0.5 - 0.7,Everton v Arsenal
Tyler Dibling Ax10,0.4 - 0.6,Everton v Arsenal
Beto Ax10,0.4 - 0.6,Everton v Arsenal
William Saliba Ax10,0.1 - 0.3,Everton v Arsenal
Michael Keane Ax10,0.1 - 0.3,Everton v Arsenal
Bruno Fernandes Ax10,2.3 - 2.7,Aston Villa v Man Utd
Morgan Rogers Ax10,1.8 - 2.2,Aston Villa v Man Utd
Youri Tielemans Ax10,1.7 - 2.1,Aston Villa v Man Utd
Emiliano Buendia Ax10,1.6 - 2,Aston Villa v Man Utd
John McGinn Ax10,1.4 - 1.7,Aston Villa v Man Utd
Lucas Digne Ax10,1.4 - 1.7,Aston Villa v Man Utd
Ian Maatsen Ax10,1.3 - 1.6,Aston Villa v Man Utd
Mason Mount Ax10,1.3 - 1.6,Aston Villa v Man Utd
Jadon Sancho Ax10,1.2 - 1.5,Aston Villa v Man Utd
Matty Cash Ax10,1 - 1.3,Aston Villa v Man Utd
Matheus Cunha Ax10,1 - 1.3,Aston Villa v Man Utd
Ollie Watkins Ax10,1 - 1.3,Aston Villa v Man Utd
Evann Guessand Ax10,0.9 - 1.2,Aston Villa v Man Utd
Donyell Malen Ax10,0.8 - 1.1,Aston Villa v Man Utd
Patrick Dorgu Ax10,0.75 - 1,Aston Villa v Man Utd
Diogo Dalot Ax10,0.75 - 1,Aston Villa v Man Utd
Joshua Zirkzee Ax10,0.7 - 0.9,Aston Villa v Man Utd
Tyrell Malacia Ax10,0.6 - 0.8,Aston Villa v Man Utd
Kobbie Mainoo Ax10,0.6 - 0.8,Aston Villa v Man Utd
Boubacar Kamara Ax10,0.6 - 0.8,Aston Villa v Man Utd
Luke Shaw Ax10,0.3 - 0.5,Aston Villa v Man Utd
Benjamin Sesko Ax10,0.3 - 0.5,Aston Villa v Man Utd
Manuel Ugarte Ax10,0.2 - 0.4,Aston Villa v Man Utd
Amadou Onana Ax10,0.1 - 0.3,Aston Villa v Man Utd
Ezri Konsa Ax10,0.1 - 0.3,Aston Villa v Man Utd
Matthijs de Ligt Ax10,0.1 - 0.3,Aston Villa v Man Utd
Lisandro Martinez Ax10,0.1 - 0.3,Aston Villa v Man Utd
Leny Yoro Ax10,0.1 - 0.3,Aston Villa v Man Utd
Ayden Heaven Ax10,0.1 - 0.3,Aston Villa v Man Utd
Victor Lindelof Ax10,0 - 0.2,Aston Villa v Man Utd
Harry Wilson Ax10,2.1 - 2.5,Fulham v Nottingham Forest
Elliot Anderson Ax10,1.9 - 2.3,Fulham v Nottingham Forest
Morgan Gibbs-White Ax10,1.9 - 2.3,Fulham v Nottingham Forest
Sasa Lukic Ax10,1.8 - 2.2,Fulham v Nottingham Forest
Omari Hutchinson Ax10,1.7 - 2.1,Fulham v Nottingham Forest
Emile Smith Rowe Ax10,1.4 - 1.7,Fulham v Nottingham Forest
Raul Jimenez Ax10,1.4 - 1.7,Fulham v Nottingham Forest
Antonee Robinson Ax10,1.3 - 1.6,Fulham v Nottingham Forest
Igor Jesus Ax10,1.2 - 1.5,Fulham v Nottingham Forest
Callum Hudson-Odoi Ax10,1.2 - 1.5,Fulham v Nottingham Forest
Sander Berge Ax10,1 - 1.3,Fulham v Nottingham Forest
Neco Williams Ax10,0.9 - 1.2,Fulham v Nottingham Forest
Nicolo Savona Ax10,0.9 - 1.2,Fulham v Nottingham Forest
Kenny Tete Ax10,0.75 - 1,Fulham v Nottingham Forest
Murillo Ax10,0.75 - 1,Fulham v Nottingham Forest
Jorge Cuenca Ax10,0.5 - 0.7,Fulham v Nottingham Forest
Tom Cairney Ax10,1.8 - 2.2,Fulham v Nottingham Forest
Adama Traore Ax10,1.8 - 2.2,Fulham v Nottingham Forest
Dan Ndoye Ax10,1.7 - 2.1,Fulham v Nottingham Forest
Kevin Ax10,1.6 - 2,Fulham v Nottingham Forest
Joshua King Ax10,1.6 - 2,Fulham v Nottingham Forest
James McAtee Ax10,1.6 - 2,Fulham v Nottingham Forest
Arnaud Kalimuendo Ax10,1.3 - 1.6,Fulham v Nottingham Forest
Douglas Luiz Ax10,1.2 - 1.5,Fulham v Nottingham Forest
Harrison Reed Ax10,1 - 1.3,Fulham v Nottingham Forest
Timothy Castagne Ax10,0.75 - 1,Fulham v Nottingham Forest
Oleksandr Zinchenko Ax10,0.75 - 1,Fulham v Nottingham Forest
Joachim Andersen Ax10,0.5 - 0.7,Fulham v Nottingham Forest
Morato Ax10,0.5 - 0.7,Fulham v Nottingham Forest
Zach Abbott Ax10,0.5 - 0.7,Fulham v Nottingham Forest
Issa Diop Ax10,0.2 - 0.4,Fulham v Nottingham Forest
Nikola Milenkovic Ax10,0.2 - 0.4,Fulham v Nottingham Forest
Antoine Semenyo Ax10,2.9 - 3.4,Bournemouth v Burnley
Marcus Tavernier Ax10,2.6 - 3,Bournemouth v Burnley
Justin Kluivert Ax10,1.9 - 2.3,Bournemouth v Burnley
Alex Scott Ax10,1.8 - 2.2,Bournemouth v Burnley
Josh Cullen Ax10,0.9 - 1.2,Bournemouth v Burnley
Jaidon Anthony Ax10,1.6 - 1.9,Bournemouth v Burnley
Armando Broja Ax10,1.4 - 1.7,Bournemouth v Burnley
Florentino Luis Ax10,1.3 - 1.6,Bournemouth v Burnley
Evanilson Ax10,1.3 - 1.6,Bournemouth v Burnley
Lewis Cook Ax10,1.3 - 1.6,Bournemouth v Burnley
Adrien Truffert Ax10,1.1 - 1.4,Bournemouth v Burnley
Quilindschy Hartman Ax10,1 - 1.3,Bournemouth v Burnley
Bafode Diakite Ax10,1 - 1.3,Bournemouth v Burnley
Marcos Senesi Ax10,0.9 - 1.2,Bournemouth v Burnley
Adam Smith Ax10,0.9 - 1.2,Bournemouth v Burnley
Jacob Bruun Larsen Ax10,1 - 1.3,Bournemouth v Burnley
Kyle Walker Ax10,0.6 - 0.8,Bournemouth v Burnley
Lesley Ugochukwu Ax10,0.6 - 0.8,Bournemouth v Burnley
Yankuba Minteh Ax10,3.7 - 4.2,Brighton v Sunderland
Georginio Rutter Ax10,2.9 - 3.4,Brighton v Sunderland
Danny Welbeck Ax10,1.7 - 2.1,Brighton v Sunderland
Brajan Gruda Ax10,1.9 - 2.3,Brighton v Sunderland
Mats Wieffer Ax10,1.4 - 1.7,Brighton v Sunderland
Granit Xhaka Ax10,1.6 - 2,Brighton v Sunderland
Yasin Ayari Ax10,1.4 - 1.7,Brighton v Sunderland
Brian Brobbey Ax10,1.3 - 1.6,Brighton v Sunderland
Jan Paul van Hecke Ax10,1.2 - 1.5,Brighton v Sunderland
Ferdi Kadioglu Ax10,1.1 - 1.4,Brighton v Sunderland
Wilson Isidor Ax10,1.3 - 1.6,Brighton v Sunderland
Enzo Le Fee Ax10,1.2 - 1.5,Brighton v Sunderland
Jack Hinshelwood Ax10,0.75 - 1,Brighton v Sunderland
Dennis Cirkin Ax10,0.9 - 1.2,Brighton v Sunderland
Trai Hume Ax10,0.6 - 0.8,Brighton v Sunderland
Olivier Boscagli Ax10,0.6 - 0.8,Brighton v Sunderland
Dan Neil Ax10,0.7 - 0.9,Brighton v Sunderland
Omar Alderete Ax10,0.6 - 0.8,Brighton v Sunderland
Nordi Mukiele Ax10,0.6 - 0.8,Brighton v Sunderland
Daniel Ballard Ax10,0.2 - 0.4,Brighton v Sunderland
Rayan Cherki Ax10,6.2 - 6.7,Man City v West Ham
Phil Foden Ax10,3.8 - 4.3,Man City v West Ham
Erling Haaland Ax10,1.4 - 1.7,Man City v West Ham
Bernardo Silva Ax10,2.4 - 2.8,Man City v West Ham
Tijjani Reijnders Ax10,1.6 - 2,Man City v West Ham
Nico Gonzalez Ax10,0.5 - 0.7,Man City v West Ham
Matheus Nunes Ax10,1.7 - 2.1,Man City v West Ham
Jarrod Bowen Ax10,1.2 - 1.5,Man City v West Ham
Nico O'Reilly Ax10,1.4 - 1.7,Man City v West Ham
Jean-Clair Todibo Ax10,0.1 - 0.3,Man City v West Ham
Crysencio Summerville Ax10,0.9 - 1.2,Man City v West Ham
Josko Gvardiol Ax10,0.7 - 0.9,Man City v West Ham
Mateus Fernandes Ax10,0.75 - 1,Man City v West Ham
Lucas Paqueta Ax10,0.7 - 0.9,Man City v West Ham
Freddie Potts Ax10,0.6 - 0.8,Man City v West Ham
Kyle Walker-Peters Ax10,0.6 - 0.8,Man City v West Ham
Soungoutou Magassa Ax10,0 - 0.2,Man City v West Ham
Konstantinos Mavropanos Ax10,0 - 0.2,Man City v West Ham
Savinho Ax10,3.9 - 4.4,Man City v West Ham
Rico Lewis Ax10,1.8 - 2.2,Man City v West Ham
Oliver Scarles Ax10,0.6 - 0.8,Man City v West Ham
Callum Wilson Ax10,0.3 - 0.5,Man City v West Ham
Ruben Dias Ax10,0.2 - 0.4,Man City v West Ham
Tomas Soucek Ax10,0.2 - 0.4,Man City v West Ham
Max Kilman Ax10,0.1 - 0.3,Man City v West Ham
Igor Julio Ax10,0 - 0.2,Man City v West Ham
Kevin Schade Ax10,3.1 - 3.6,Wolves v Brentford
Jhon Arias Ax10,2.6 - 3,Wolves v Brentford
Jordan Henderson Ax10,2.2 - 2.6,Wolves v Brentford
Keane Lewis-Potter Ax10,1.8 - 2.2,Wolves v Brentford
Mikkel Damsgaard Ax10,1.8 - 2.2,Wolves v Brentford
Yehor Yarmolyuk Ax10,1.4 - 1.7,Wolves v Brentford
Igor Thiago Ax10,1.2 - 1.5,Wolves v Brentford
Jorgen Strand Larsen Ax10,1.1 - 1.4,Wolves v Brentford
Hwang Hee-chan Ax10,1 - 1.3,Wolves v Brentford
David Moller Wolfe Ax10,0.9 - 1.2,Wolves v Brentford
Michael Kayode Ax10,0.75 - 1,Wolves v Brentford
Jackson Tchatchoua Ax10,0.75 - 1,Wolves v Brentford
Joao Gomes Ax10,0.75 - 1,Wolves v Brentford
Aaron Hickey Ax10,0.5 - 0.7,Wolves v Brentford
Matt Doherty Ax10,0.5 - 0.7,Wolves v Brentford
Toti Gomes Ax10,0.3 - 0.5,Wolves v Brentford
Mohammed Kudus Ax10,1.6 - 2,Tottenham v Liverpool
Federico Chiesa Ax10,2 - 2.4,Tottenham v Liverpool
Hugo Ekitike Ax10,0.7 - 0.9,Tottenham v Liverpool
Florian Wirtz Ax10,1.7 - 2.1,Tottenham v Liverpool
Richarlison Ax10,0.75 - 1,Tottenham v Liverpool
Brennan Johnson Ax10,1.7 - 2.1,Tottenham v Liverpool
Xavi Simons Ax10,1.2 - 1.5,Tottenham v Liverpool
Alexis MacAllister Ax10,1.2 - 1.5,Tottenham v Liverpool
Pedro Porro Ax10,1.2 - 1.5,Tottenham v Liverpool
Curtis Jones Ax10,0.8 - 1.1,Tottenham v Liverpool
Ryan Gravenberch Ax10,0.6 - 0.8,Tottenham v Liverpool
Conor Bradley Ax10,1.1 - 1.4,Tottenham v Liverpool
Rodrigo Bentancur Ax10,0.3 - 0.5,Tottenham v Liverpool
Cristian Romero Ax10,0.2 - 0.4,Tottenham v Liverpool
Milos Kerkez Ax10,1 - 1.3,Tottenham v Liverpool
Djed Spence Ax10,0.5 - 0.7,Tottenham v Liverpool
Archie Gray Ax10,0.1 - 0.3,Tottenham v Liverpool
Alexander Isak Ax10,0.7 - 0.9,Tottenham v Liverpool
Randal Kolo Muani Ax10,0.75 - 1,Tottenham v Liverpool
Lucas Bergvall Ax10,0.7 - 0.9,Tottenham v Liverpool
Bukayo Saka Ax10,2.4 - 2.8,Everton v Arsenal
Declan Rice Ax10,1.9 - 2.3,Everton v Arsenal
Eberechi Eze Ax10,1.7 - 2.1,Everton v Arsenal
Dwight McNeil Ax10,1.7 - 2.1,Everton v Arsenal
Gabriel Martinelli Ax10,1.6 - 2,Everton v Arsenal
Viktor Gyokeres Ax10,1.5 - 1.8,Everton v Arsenal
Jack Grealish Ax10,1 - 1.3,Everton v Arsenal
Martin Zubimendi Ax10,0.7 - 0.9,Everton v Arsenal
James Garner Ax10,0.7 - 0.9,Everton v Arsenal
Piero Hincapie Ax10,0.5 - 0.7,Everton v Arsenal
Myles Lewis-Skelly Ax10,0.5 - 0.7,Everton v Arsenal
Carlos Alcaraz Ax10,0.4 - 0.6,Everton v Arsenal
Vitaliy Mykolenko Ax10,0.4 - 0.6,Everton v Arsenal
Jurrien Timber Ax10,0.3 - 0.5,Everton v Arsenal
Thierno Barry Ax10,0.4 - 0.6,Everton v Arsenal
James Tarkowski Ax10,0.2 - 0.4,Everton v Arsenal
Tim Iroegbunam Ax10,0.1 - 0.3,Everton v Arsenal
Jake O'Brien Ax10,0.1 - 0.3,Everton v Arsenal
Martin Odegaard Ax10,2.2 - 2.6,Everton v Arsenal
Noni Madueke Ax10,1.6 - 1.9,Everton v Arsenal
Gabriel Jesus Ax10,1.3 - 1.6,Everton v Arsenal
Leandro Trossard Ax10,1.2 - 1.5,Everton v Arsenal
Mikel Merino Ax10,1 - 1.3,Everton v Arsenal
Ethan Nwaneri Ax10,0.9 - 1.2,Everton v Arsenal
Kiernan Dewsbury-Hall Ax10,0.8 - 1.1,Everton v Arsenal
Ben White Ax10,0.7 - 0.9,Everton v Arsenal
Nathan Patterson Ax10,0.7 - 0.9,Everton v Arsenal
Riccardo Calafiori Ax10,0.6 - 0.8,Everton v Arsenal
Christian Norgaard Ax10,0.5 - 0.7,Everton v Arsenal
Tyler Dibling Ax10,0.4 - 0.6,Everton v Arsenal
Beto Ax10,0.4 - 0.6,Everton v Arsenal
William Saliba Ax10,0.1 - 0.3,Everton v Arsenal
Michael Keane Ax10,0.1 - 0.3,Everton v Arsenal
Anton Stach Ax10,2 - 2.4,Leeds v Crystal Palace
Yeremy Pino Ax10,1.9 - 2.3,Leeds v Crystal Palace
Noah Okafor Ax10,1.9 - 2.3,Leeds v Crystal Palace
Dominic Calvert-Lewin Ax10,1.9 - 2.3,Leeds v Crystal Palace
Maxence Lacroix Ax10,1.4 - 1.7,Leeds v Crystal Palace
Jean-Philippe Mateta Ax10,1.3 - 1.6,Leeds v Crystal Palace
Eddie Nketiah Ax10,1.2 - 1.5,Leeds v Crystal Palace
Tyrick Mitchell Ax10,1.1 - 1.4,Leeds v Crystal Palace
Will Hughes Ax10,1 - 1.3,Leeds v Crystal Palace
Jayden Bogle Ax10,0.75 - 1,Leeds v Crystal Palace
Ao Tanaka Ax10,0.75 - 1,Leeds v Crystal Palace
Marc Guehi Ax10,0.75 - 1,Leeds v Crystal Palace
Nathaniel Clyne Ax10,0.6 - 0.8,Leeds v Crystal Palace
Gabriel Gudmondsson Ax10,0.3 - 0.5,Leeds v Crystal Palace
Bruno Fernandes Ax10,2.3 - 2.7,Aston Villa v Man Utd
Morgan Rogers Ax10,1.8 - 2.2,Aston Villa v Man Utd
Youri Tielemans Ax10,1.7 - 2.1,Aston Villa v Man Utd
Emiliano Buendia Ax10,1.6 - 2,Aston Villa v Man Utd
John McGinn Ax10,1.4 - 1.7,Aston Villa v Man Utd
Lucas Digne Ax10,1.4 - 1.7,Aston Villa v Man Utd
Ian Maatsen Ax10,1.3 - 1.6,Aston Villa v Man Utd
Mason Mount Ax10,1.3 - 1.6,Aston Villa v Man Utd
Jadon Sancho Ax10,1.2 - 1.5,Aston Villa v Man Utd
Matty Cash Ax10,1 - 1.3,Aston Villa v Man Utd
Matheus Cunha Ax10,1 - 1.3,Aston Villa v Man Utd
Ollie Watkins Ax10,1 - 1.3,Aston Villa v Man Utd
Evann Guessand Ax10,0.9 - 1.2,Aston Villa v Man Utd
Donyell Malen Ax10,0.8 - 1.1,Aston Villa v Man Utd
Patrick Dorgu Ax10,0.75 - 1,Aston Villa v Man Utd
Diogo Dalot Ax10,0.75 - 1,Aston Villa v Man Utd
Joshua Zirkzee Ax10,0.7 - 0.9,Aston Villa v Man Utd
Tyrell Malacia Ax10,0.6 - 0.8,Aston Villa v Man Utd
Kobbie Mainoo Ax10,0.6 - 0.8,Aston Villa v Man Utd
Boubacar Kamara Ax10,0.6 - 0.8,Aston Villa v Man Utd
Luke Shaw Ax10,0.3 - 0.5,Aston Villa v Man Utd
Benjamin Sesko Ax10,0.3 - 0.5,Aston Villa v Man Utd
Manuel Ugarte Ax10,0.2 - 0.4,Aston Villa v Man Utd
Amadou Onana Ax10,0.1 - 0.3,Aston Villa v Man Utd
Ezri Konsa Ax10,0.1 - 0.3,Aston Villa v Man Utd
Matthijs de Ligt Ax10,0.1 - 0.3,Aston Villa v Man Utd
Lisandro Martinez Ax10,0.1 - 0.3,Aston Villa v Man Utd
Leny Yoro Ax10,0.1 - 0.3,Aston Villa v Man Utd
Ayden Heaven Ax10,0.1 - 0.3,Aston Villa v Man Utd
Victor Lindelof Ax10,0 - 0.2,Aston Villa v Man Utd
Harry Wilson Ax10,2.1 - 2.5,Fulham v Nottingham Forest
Elliot Anderson Ax10,1.9 - 2.3,Fulham v Nottingham Forest
Morgan Gibbs-White Ax10,1.9 - 2.3,Fulham v Nottingham Forest
Sasa Lukic Ax10,1.8 - 2.2,Fulham v Nottingham Forest
Omari Hutchinson Ax10,1.7 - 2.1,Fulham v Nottingham Forest
Emile Smith Rowe Ax10,1.4 - 1.7,Fulham v Nottingham Forest
Raul Jimenez Ax10,1.4 - 1.7,Fulham v Nottingham Forest
Antonee Robinson Ax10,1.3 - 1.6,Fulham v Nottingham Forest
Igor Jesus Ax10,1.2 - 1.5,Fulham v Nottingham Forest
Callum Hudson-Odoi Ax10,1.2 - 1.5,Fulham v Nottingham Forest
Sander Berge Ax10,1 - 1.3,Fulham v Nottingham Forest
Neco Williams Ax10,0.9 - 1.2,Fulham v Nottingham Forest
Nicolo Savona Ax10,0.9 - 1.2,Fulham v Nottingham Forest
Kenny Tete Ax10,0.75 - 1,Fulham v Nottingham Forest
Murillo Ax10,0.75 - 1,Fulham v Nottingham Forest
Jorge Cuenca Ax10,0.5 - 0.7,Fulham v Nottingham Forest
Tom Cairney Ax10,1.8 - 2.2,Fulham v Nottingham Forest
Adama Traore Ax10,1.8 - 2.2,Fulham v Nottingham Forest
Dan Ndoye Ax10,1.7 - 2.1,Fulham v Nottingham Forest
Kevin Ax10,1.6 - 2,Fulham v Nottingham Forest
Joshua King Ax10,1.6 - 2,Fulham v Nottingham Forest
James McAtee Ax10,1.6 - 2,Fulham v Nottingham Forest
Arnaud Kalimuendo Ax10,1.3 - 1.6,Fulham v Nottingham Forest
Douglas Luiz Ax10,1.2 - 1.5,Fulham v Nottingham Forest
Harrison Reed Ax10,1 - 1.3,Fulham v Nottingham Forest
Timothy Castagne Ax10,0.75 - 1,Fulham v Nottingham Forest
Oleksandr Zinchenko Ax10,0.75 - 1,Fulham v Nottingham Forest
Joachim Andersen Ax10,0.5 - 0.7,Fulham v Nottingham Forest
Morato Ax10,0.5 - 0.7,Fulham v Nottingham Forest
Zach Abbott Ax10,0.5 - 0.7,Fulham v Nottingham Forest
Issa Diop Ax10,0.2 - 0.4,Fulham v Nottingham Forest
Nikola Milenkovic Ax10,0.2 - 0.4,Fulham v Nottingham Forest
