AM_namesX10,AM_oddsX10,contest
Vitaliy Mykolenko Ax10,0.7 - 0.9,Everton v Nottingham Forest
Neco Williams Ax10,0.75 - 1,Everton v Nottingham Forest
Nicolo Savona Ax10,0.7 - 0.9,Everton v Nottingham Forest
James Tarkowski Ax10,0.6 - 0.8,Everton v Nottingham Forest
Jake O'Brien Ax10,0.6 - 0.8,Everton v Nottingham Forest
Ryan Yates Ax10,1.6 - 1.9,Everton v Nottingham Forest
Arnaud Kalimuendo Ax10,1.2 - 1.5,Everton v Nottingham Forest
Callum Hudson-Odoi Ax10,1 - 1.3,Everton v Nottingham Forest
Beto Ax10,0.75 - 1,Everton v Nottingham Forest
Murillo Ax10,0.3 - 0.5,Everton v Nottingham Forest
Jeremy Doku Ax10,4.3 - 4.8,Man City v Sunderland
Phil Foden Ax10,3.7 - 4.2,Man City v Sunderland
Bernardo Silva Ax10,2.4 - 2.8,Man City v Sunderland
Tijjani Reijnders Ax10,1.6 - 2,Man City v Sunderland
Matheus Nunes Ax10,1.6 - 2,Man City v Sunderland
Nico O'Reilly Ax10,1.4 - 1.7,Man City v Sunderland
Erling Haaland Ax10,1.3 - 1.6,Man City v Sunderland
Trai Hume Ax10,1 - 1.3,Man City v Sunderland
Enzo Le Fee Ax10,0.8 - 1.1,Man City v Sunderland
Josko Gvardiol Ax10,0.7 - 0.9,Man City v Sunderland
Nordi Mukiele Ax10,0.6 - 0.8,Man City v Sunderland
Brian Brobbey Ax10,0.6 - 0.8,Man City v Sunderland
Chemsdine Talbi Ax10,0.6 - 0.8,Man City v Sunderland
Nico Gonzalez Ax10,0.5 - 0.7,Man City v Sunderland
Granit Xhaka Ax10,0.5 - 0.7,Man City v Sunderland
Noah Sadiki Ax10,0.4 - 0.6,Man City v Sunderland
Ruben Dias Ax10,0.2 - 0.4,Man City v Sunderland
Omar Alderete Ax10,0.1 - 0.3,Man City v Sunderland
Daniel Ballard Ax10,0.1 - 0.3,Man City v Sunderland
Reinildo Mandava Ax10,0.1 - 0.3,Man City v Sunderland
Rayan Cherki Ax10,6 - 6.5,Man City v Sunderland
Savinho Ax10,3.9 - 4.4,Man City v Sunderland
Omar Marmoush Ax10,3.5 - 4,Man City v Sunderland
Rayan Ait-Nouri Ax10,2.2 - 2.6,Man City v Sunderland
Rico Lewis Ax10,1.7 - 2.1,Man City v Sunderland
Bertrand Traore Ax10,0.7 - 0.9,Man City v Sunderland
Nathan Ake Ax10,0.3 - 0.5,Man City v Sunderland
Abdukodir Khusanov Ax10,0.3 - 0.5,Man City v Sunderland
Wilson Isidor Ax10,0.3 - 0.5,Man City v Sunderland
Lutsharel Geertruida Ax10,0.2 - 0.4,Man City v Sunderland
John Stones Ax10,0.2 - 0.4,Man City v Sunderland
Harvey Barnes Ax10,3.8 - 4.3,Newcastle v Burnley
Sandro Tonali Ax10,3.3 - 3.8,Newcastle v Burnley
Lewis Miley Ax10,2.6 - 3,Newcastle v Burnley
Lewis Hall Ax10,2 - 2.4,Newcastle v Burnley
Nick Woltemade Ax10,1.6 - 2,Newcastle v Burnley
Joelinton Ax10,1.6 - 1.9,Newcastle v Burnley
Quilindschy Hartman Ax10,1.2 - 1.5,Newcastle v Burnley
Tino Livramento Ax10,1.1 - 1.4,Newcastle v Burnley
Jaidon Anthony Ax10,1.1 - 1.4,Newcastle v Burnley
Alex Murphy Ax10,1 - 1.3,Newcastle v Burnley
Lyle Foster Ax10,0.75 - 1,Newcastle v Burnley
Dan Burn Ax10,0.75 - 1,Newcastle v Burnley
Malick Thiaw Ax10,0.75 - 1,Newcastle v Burnley
Loum Tchaouna Ax10,0.7 - 0.9,Newcastle v Burnley
Zian Flemming Ax10,0.7 - 0.9,Newcastle v Burnley
Josh Cullen Ax10,0.6 - 0.8,Newcastle v Burnley
Kyle Walker Ax10,0.5 - 0.7,Newcastle v Burnley
Anthony Gordon Ax10,4.3 - 4.8,Newcastle v Burnley
Anthony Elanga Ax10,4.2 - 4.7,Newcastle v Burnley
Bruno Guimaraes Ax10,2.4 - 2.8,Newcastle v Burnley
Jacob Bruun Larsen Ax10,0.75 - 1,Newcastle v Burnley
Lesley Ugochukwu Ax10,0.5 - 0.7,Newcastle v Burnley
Mohammed Kudus Ax10,3.1 - 3.6,Tottenham v Brentford
Mikkel Damsgaard Ax10,2.4 - 2.8,Tottenham v Brentford
Richarlison Ax10,2.2 - 2.6,Tottenham v Brentford
Dango Ouattara Ax10,2.3 - 2.7,Tottenham v Brentford
Kevin Schade Ax10,2.1 - 2.5,Tottenham v Brentford
Pedro Porro Ax10,1.6 - 2,Tottenham v Brentford
Yehor Yarmolyuk Ax10,1.1 - 1.4,Tottenham v Brentford
Lucas Bergvall Ax10,0.9 - 1.2,Tottenham v Brentford
Cristian Romero Ax10,1.3 - 1.6,Tottenham v Brentford
Xavi Simons Ax10,1.7 - 2.1,Tottenham v Brentford
Joao Palhinha Ax10,1.6 - 1.9,Tottenham v Brentford
Igor Thiago Ax10,1.6 - 1.9,Tottenham v Brentford
Jordan Henderson Ax10,0.9 - 1.2,Tottenham v Brentford
Archie Gray Ax10,0.7 - 0.9,Tottenham v Brentford
Djed Spence Ax10,0.75 - 1,Tottenham v Brentford
Aaron Hickey Ax10,0.7 - 0.9,Tottenham v Brentford
Florian Wirtz Ax10,2.7 - 3.2,Leeds v Liverpool
Mohamed Salah Ax10,2.4 - 2.8,Leeds v Liverpool
Dominik Szoboszlai Ax10,2.1 - 2.5,Leeds v Liverpool
Cody Gakpo Ax10,2 - 2.4,Leeds v Liverpool
Andrew Robertson Ax10,1.6 - 2,Leeds v Liverpool
Brenden Aaronson Ax10,1.1 - 1.4,Leeds v Liverpool
Alexander Isak Ax10,1 - 1.3,Leeds v Liverpool
Alexis MacAllister Ax10,0.9 - 1.2,Leeds v Liverpool
Anton Stach Ax10,0.75 - 1,Leeds v Liverpool
Gabriel Gudmondsson Ax10,0.75 - 1,Leeds v Liverpool
Jayden Bogle Ax10,0.7 - 0.9,Leeds v Liverpool
Ryan Gravenberch Ax10,0.6 - 0.8,Leeds v Liverpool
Dominic Calvert-Lewin Ax10,0.5 - 0.7,Leeds v Liverpool
Lukas Nmecha Ax10,0.5 - 0.7,Leeds v Liverpool
Ao Tanaka Ax10,0.3 - 0.5,Leeds v Liverpool
Joe Gomez Ax10,0.2 - 0.4,Leeds v Liverpool
Virgil van Dijk Ax10,0.1 - 0.3,Leeds v Liverpool
Wilfried Gnonto Ax10,1.4 - 1.7,Leeds v Liverpool
Jack Harrison Ax10,1.4 - 1.7,Leeds v Liverpool
Hugo Ekitike Ax10,1.2 - 1.5,Leeds v Liverpool
Milos Kerkez Ax10,1.1 - 1.4,Leeds v Liverpool
Noah Okafor Ax10,0.75 - 1,Leeds v Liverpool
Curtis Jones Ax10,0.6 - 0.8,Leeds v Liverpool
James Justin Ax10,0.5 - 0.7,Leeds v Liverpool
Joel Piroe Ax10,0.6 - 0.8,Leeds v Liverpool
Wataru Endo Ax10,0.4 - 0.6,Leeds v Liverpool
Ibrahima Konate Ax10,0.2 - 0.4,Leeds v Liverpool
Ethan Ampadu Ax10,0.2 - 0.4,Leeds v Liverpool
Jaka Bijol Ax10,0.1 - 0.3,Leeds v Liverpool
Pascal Struijk Ax10,0 - 0.2,Leeds v Liverpool
Joe Rodon Ax10,0 - 0.2,Leeds v Liverpool
Yankuba Minteh Ax10,3.1 - 3.6,Brighton v West Ham
Mats Wieffer Ax10,2.2 - 2.6,Brighton v West Ham
Brajan Gruda Ax10,2.1 - 2.5,Brighton v West Ham
Diego Gomez Ax10,1.9 - 2.3,Brighton v West Ham
Jarrod Bowen Ax10,1.8 - 2.2,Brighton v West Ham
Danny Welbeck Ax10,1 - 1.3,Brighton v West Ham
Maxime De Cuyper Ax10,1.6 - 2,Brighton v West Ham
Carlos Baleba Ax10,0.75 - 1,Brighton v West Ham
Freddie Potts Ax10,0.6 - 0.8,Brighton v West Ham
El Hadji Malick Diouf Ax10,1.2 - 1.5,Brighton v West Ham
Ferdi Kadioglu Ax10,0.75 - 1,Brighton v West Ham
Lucas Paqueta Ax10,1 - 1.3,Brighton v West Ham
Callum Wilson Ax10,0.75 - 1,Brighton v West Ham
Mateus Fernandes Ax10,1.2 - 1.5,Brighton v West Ham
Aaron Wan-Bissaka Ax10,0.75 - 1,Brighton v West Ham
Georginio Rutter Ax10,2.4 - 2.8,Brighton v West Ham
Kaoru Mitoma Ax10,2.3 - 2.7,Brighton v West Ham
Charalampos Kostoulas Ax10,1.6 - 1.9,Brighton v West Ham
Stefanos Tzimas Ax10,1.4 - 1.7,Brighton v West Ham
Crysencio Summerville Ax10,1.2 - 1.5,Brighton v West Ham
Jack Hinshelwood Ax10,1.1 - 1.4,Brighton v West Ham
Yasin Ayari Ax10,1 - 1.3,Brighton v West Ham
Niclas Fullkrug Ax10,1 - 1.3,Brighton v West Ham
Luis Guilherme Ax10,0.9 - 1.2,Brighton v West Ham
James Ward-Prowse Ax10,1.1 - 1.4,Brighton v West Ham
Joel Veltman Ax10,0.9 - 1.2,Brighton v West Ham
Kyle Walker-Peters Ax10,0.9 - 1.2,Brighton v West Ham
Olivier Boscagli Ax10,0.7 - 0.9,Brighton v West Ham
Tomas Soucek Ax10,0.7 - 0.9,Brighton v West Ham
Diego Coppola Ax10,0.3 - 0.5,Brighton v West Ham
Jan Paul van Hecke Ax10,0.2 - 0.4,Brighton v West Ham
Lewis Dunk Ax10,0.2 - 0.4,Brighton v West Ham
Soungoutou Magassa Ax10,0.2 - 0.4,Brighton v West Ham
Max Kilman Ax10,0.2 - 0.4,Brighton v West Ham
Guido Rodriguez Ax10,0.2 - 0.4,Brighton v West Ham
Konstantinos Mavropanos Ax10,0.1 - 0.3,Brighton v West Ham
Jean-Clair Todibo Ax10,0.1 - 0.3,Brighton v West Ham
Alex Iwobi Ax10,1.4 - 1.7,Fulham v Crystal Palace
Yeremi Pino Ax10,1.2 - 1.5,Fulham v Crystal Palace
Daniel Munoz Ax10,1.2 - 1.5,Fulham v Crystal Palace
Harry Wilson Ax10,1.1 - 1.4,Fulham v Crystal Palace
Ryan Sessegnon Ax10,1 - 1.3,Fulham v Crystal Palace
Tyrick Mitchell Ax10,0.9 - 1.2,Fulham v Crystal Palace
Daichi Kamada Ax10,0.75 - 1,Fulham v Crystal Palace
Sasa Lukic Ax10,0.75 - 1,Fulham v Crystal Palace
Raul Jimenez Ax10,0.7 - 0.9,Fulham v Crystal Palace
Emile Smith Rowe Ax10,0.7 - 0.9,Fulham v Crystal Palace
Jean-Philippe Mateta Ax10,0.6 - 0.8,Fulham v Crystal Palace
Kenny Tete Ax10,0.3 - 0.5,Fulham v Crystal Palace
Marc Guehi Ax10,0.3 - 0.5,Fulham v Crystal Palace
Sander Berge Ax10,0.3 - 0.5,Fulham v Crystal Palace
Jefferson Lerma Ax10,0.2 - 0.4,Fulham v Crystal Palace
Maxence Lacroix Ax10,0.1 - 0.3,Fulham v Crystal Palace
Adama Traore Ax10,1.2 - 1.5,Fulham v Crystal Palace
Adam Wharton Ax10,1 - 1.3,Fulham v Crystal Palace
Samuel Chukwueze Ax10,1 - 1.3,Fulham v Crystal Palace
Kevin Ax10,1 - 1.3,Fulham v Crystal Palace
Chrisantus Uche Ax10,0.9 - 1.2,Fulham v Crystal Palace
Justin Devenny Ax10,0.8 - 1.1,Fulham v Crystal Palace
Will Hughes Ax10,0.7 - 0.9,Fulham v Crystal Palace
Romain Esse Ax10,0.7 - 0.9,Fulham v Crystal Palace
Timothy Castagne Ax10,0.6 - 0.8,Fulham v Crystal Palace
Tom Cairney Ax10,0.6 - 0.8,Fulham v Crystal Palace
Eddie Nketiah Ax10,0.6 - 0.8,Fulham v Crystal Palace
Joshua King Ax10,0.6 - 0.8,Fulham v Crystal Palace
Nathaniel Clyne Ax10,0.3 - 0.5,Fulham v Crystal Palace
Joachim Andersen Ax10,0.2 - 0.4,Fulham v Crystal Palace
Chris Richards Ax10,0.1 - 0.3,Fulham v Crystal Palace
Calvin Bassey Ax10,0.1 - 0.3,Fulham v Crystal Palace
Jaydee Canvot Ax10,0.1 - 0.3,Fulham v Crystal Palace
Jorge Cuenca Ax10,0.1 - 0.3,Fulham v Crystal Palace
