AM_namesX10,AM_oddsX10,contest
Cole Palmer Ax10,3.5 - 4,Chelsea v Everton
Alejandro Garnacho Ax10,3.2 - 3.7,Chelsea v Everton
Reece James Ax10,2.6 - 3,Chelsea v Everton
Pedro Neto Ax10,2.3 - 2.7,Chelsea v Everton
Joao Pedro Ax10,2.1 - 2.5,Chelsea v Everton
Jack Grealish Ax10,2 - 2.4,Chelsea v Everton
Kiernan Dewsbury-Hall Ax10,1.9 - 2.3,Chelsea v Everton
Enzo Fernandez Ax10,1.8 - 2.2,Chelsea v Everton
Jake O'Brien Ax10,1.4 - 1.7,Chelsea v Everton
Iliman Ndiaye Ax10,1.2 - 1.5,Chelsea v Everton
Malo Gusto Ax10,1.2 - 1.5,Chelsea v Everton
Marc Cucurella Ax10,1 - 1.3,Chelsea v Everton
James Garner Ax10,0.9 - 1.2,Chelsea v Everton
Thierno Barry Ax10,0.9 - 1.2,Chelsea v Everton
James Tarkowski Ax10,0.6 - 0.8,Chelsea v Everton
Vitaliy Mykolenko Ax10,0.5 - 0.7,Chelsea v Everton
Idrissa Gueye Ax10,0.5 - 0.7,Chelsea v Everton
Dominik Szoboszlai Ax10,3.5 - 4,Liverpool v Brighton
Florian Wirtz Ax10,2.6 - 3,Liverpool v Brighton
Yankuba Minteh Ax10,2.4 - 2.8,Liverpool v Brighton
Hugo Ekitike Ax10,2 - 2.4,Liverpool v Brighton
Georginio Rutter Ax10,1.9 - 2.3,Liverpool v Brighton
Alexis MacAllister Ax10,1.7 - 2.1,Liverpool v Brighton
Curtis Jones Ax10,1.4 - 1.7,Liverpool v Brighton
Ryan Gravenberch Ax10,1.1 - 1.4,Liverpool v Brighton
Diego Gomez Ax10,1.1 - 1.4,Liverpool v Brighton
Milos Kerkez Ax10,1 - 1.3,Liverpool v Brighton
Maxime De Cuyper Ax10,0.75 - 1,Liverpool v Brighton
Danny Welbeck Ax10,0.75 - 1,Liverpool v Brighton
Joel Veltman Ax10,0.6 - 0.8,Liverpool v Brighton
Ferdi Kadioglu Ax10,0.5 - 0.7,Liverpool v Brighton
Jan Paul van Hecke Ax10,0.5 - 0.7,Liverpool v Brighton
Carlos Baleba Ax10,0.5 - 0.7,Liverpool v Brighton
Cole Palmer Ax10,3.5 - 4,Chelsea v Everton
Alejandro Garnacho Ax10,3.2 - 3.7,Chelsea v Everton
Reece James Ax10,2.6 - 3,Chelsea v Everton
Pedro Neto Ax10,2.3 - 2.7,Chelsea v Everton
Joao Pedro Ax10,2.1 - 2.5,Chelsea v Everton
Jack Grealish Ax10,2 - 2.4,Chelsea v Everton
Kiernan Dewsbury-Hall Ax10,2 - 2.4,Chelsea v Everton
Enzo Fernandez Ax10,1.8 - 2.2,Chelsea v Everton
Iliman Ndiaye Ax10,1.3 - 1.6,Chelsea v Everton
Malo Gusto Ax10,1.2 - 1.5,Chelsea v Everton
Marc Cucurella Ax10,0.9 - 1.2,Chelsea v Everton
James Garner Ax10,0.9 - 1.2,Chelsea v Everton
Thierno Barry Ax10,0.9 - 1.2,Chelsea v Everton
James Tarkowski Ax10,0.6 - 0.8,Chelsea v Everton
Vitaliy Mykolenko Ax10,0.6 - 0.8,Chelsea v Everton
Idrissa Gueye Ax10,0.5 - 0.7,Chelsea v Everton
Tim Iroegbunam Ax10,0.75 - 1,Chelsea v Everton
Dominik Szoboszlai Ax10,3 - 3.5,Liverpool v Brighton
Florian Wirtz Ax10,2.3 - 2.7,Liverpool v Brighton
Yankuba Minteh Ax10,1.6 - 2,Liverpool v Brighton
Hugo Ekitike Ax10,1.2 - 1.5,Liverpool v Brighton
Georginio Rutter Ax10,1 - 1.3,Liverpool v Brighton
Alexis MacAllister Ax10,0.9 - 1.2,Liverpool v Brighton
Curtis Jones Ax10,0.75 - 1,Liverpool v Brighton
Ryan Gravenberch Ax10,0.7 - 0.9,Liverpool v Brighton
Diego Gomez Ax10,0.8 - 1.1,Liverpool v Brighton
Milos Kerkez Ax10,1 - 1.3,Liverpool v Brighton
Maxime De Cuyper Ax10,1.3 - 1.6,Liverpool v Brighton
Danny Welbeck Ax10,0.3 - 0.5,Liverpool v Brighton
Joel Veltman Ax10,0.2 - 0.4,Liverpool v Brighton
Ferdi Kadioglu Ax10,0.75 - 1,Liverpool v Brighton
Jan Paul van Hecke Ax10,0.2 - 0.4,Liverpool v Brighton
Carlos Baleba Ax10,0.1 - 0.3,Liverpool v Brighton
Virgil van Dijk Ax10,0.2 - 0.4,Liverpool v Brighton
Mats Wieffer Ax10,0.6 - 0.8,Liverpool v Brighton
Mohamed Salah Ax10,2.7 - 3.1,Liverpool v Brighton
Alexander Isak Ax10,0.9 - 1.2,Liverpool v Brighton
Joe Gomez Ax10,0.9 - 1.2,Liverpool v Brighton
Samuel Chukwueze Ax10,2.1 - 2.5,Burnley v Fulham
Alex Iwobi Ax10,1.8 - 2.2,Burnley v Fulham
Emile Smith Rowe Ax10,1.6 - 2,Burnley v Fulham
Jaidon Anthony Ax10,1.7 - 2.1,Burnley v Fulham
Harry Wilson Ax10,1.3 - 1.6,Burnley v Fulham
Quilindschy Hartman Ax10,1.1 - 1.4,Burnley v Fulham
Armando Broja Ax10,1 - 1.3,Burnley v Fulham
Lyle Foster Ax10,0.9 - 1.2,Burnley v Fulham
Timothy Castagne Ax10,0.9 - 1.2,Burnley v Fulham
Jacob Bruun Larsen Ax10,0.9 - 1.2,Burnley v Fulham
Zian Flemming Ax10,1 - 1.3,Burnley v Fulham
Raul Jimenez Ax10,0.75 - 1,Burnley v Fulham
Kenny Tete Ax10,0.6 - 0.8,Burnley v Fulham
Oliver Sonne Ax10,0.7 - 0.9,Burnley v Fulham
Josh Cullen Ax10,0.5 - 0.7,Burnley v Fulham
Sander Berge Ax10,0.3 - 0.5,Burnley v Fulham
Joe Worrall Ax10,0.3 - 0.5,Burnley v Fulham
Lesley Ugochukwu Ax10,0.2 - 0.4,Burnley v Fulham
Florentino Luis Ax10,0.1 - 0.3,Burnley v Fulham
Bukayo Saka Ax10,5.2 - 5.7,Arsenal v Wolves
Martin Odegaard Ax10,4.1 - 4.6,Arsenal v Wolves
Eberechi Eze Ax10,3.9 - 4.4,Arsenal v Wolves
Declan Rice Ax10,3.8 - 4.3,Arsenal v Wolves
Noni Madueke Ax10,3.2 - 3.7,Arsenal v Wolves
Mikel Merino Ax10,2.1 - 2.5,Arsenal v Wolves
Martin Zubimendi Ax10,1.3 - 1.6,Arsenal v Wolves
Ben White Ax10,1.3 - 1.6,Arsenal v Wolves
Piero Hincapie Ax10,0.9 - 1.2,Arsenal v Wolves
Jhon Arias Ax10,0.9 - 1.2,Arsenal v Wolves
Myles Lewis-Skelly Ax10,0.8 - 1.1,Arsenal v Wolves
Jurrien Timber Ax10,0.75 - 1,Arsenal v Wolves
Fernando Lopez Ax10,0.75 - 1,Arsenal v Wolves
Ki-Jana Hoever Ax10,0.5 - 0.7,Arsenal v Wolves
Jackson Tchatchoua Ax10,0.5 - 0.7,Arsenal v Wolves
David Moller Wolfe Ax10,0.3 - 0.5,Arsenal v Wolves
Jorgen Strand Larsen Ax10,0.2 - 0.4,Arsenal v Wolves
Joao Gomes Ax10,0.2 - 0.4,Arsenal v Wolves
Hwang Hee-chan Ax10,0.1 - 0.3,Arsenal v Wolves
Emmanuel Agbadou Ax10,0.1 - 0.3,Arsenal v Wolves
Toti Gomes Ax10,0.1 - 0.3,Arsenal v Wolves
Tolu Arokodare Ax10,0.1 - 0.3,Arsenal v Wolves
Anthony Elanga Ax10,1.8 - 2.2,Sunderland v Newcastle
Enzo Le Fee Ax10,1.6 - 2,Sunderland v Newcastle
Granit Xhaka Ax10,1.6 - 1.9,Sunderland v Newcastle
Jacob Ramsey Ax10,1.4 - 1.7,Sunderland v Newcastle
Anthony Gordon Ax10,1.3 - 1.6,Sunderland v Newcastle
Bruno Guimaraes Ax10,1.1 - 1.4,Sunderland v Newcastle
Joe Willock Ax10,0.9 - 1.2,Sunderland v Newcastle
Nick Woltemade Ax10,0.9 - 1.2,Sunderland v Newcastle
Trai Hume Ax10,0.9 - 1.2,Sunderland v Newcastle
Tino Livramento Ax10,0.75 - 1,Sunderland v Newcastle
Bertrand Traore Ax10,0.75 - 1,Sunderland v Newcastle
Noah Sadiki Ax10,0.5 - 0.7,Sunderland v Newcastle
Daniel Ballard Ax10,0.5 - 0.7,Sunderland v Newcastle
Wilson Isidor Ax10,0.3 - 0.5,Sunderland v Newcastle
Lutsharel Geertruida Ax10,0.2 - 0.4,Sunderland v Newcastle
Nordi Mukiele Ax10,0.1 - 0.3,Sunderland v Newcastle
Dan Burn Ax10,0.1 - 0.3,Sunderland v Newcastle
Omar Alderete Ax10,0.1 - 0.3,Sunderland v Newcastle
Jacob Murphy Ax10,2.1 - 2.5,Sunderland v Newcastle
Harvey Barnes Ax10,1.7 - 2.1,Sunderland v Newcastle
Lewis Hall Ax10,1.7 - 2.1,Sunderland v Newcastle
Sandro Tonali Ax10,1.6 - 2,Sunderland v Newcastle
Lewis Miley Ax10,0.9 - 1.2,Sunderland v Newcastle
Chemsdine Talbi Ax10,0.75 - 1,Sunderland v Newcastle
Chris Rigg Ax10,0.7 - 0.9,Sunderland v Newcastle
Brian Brobbey Ax10,0.6 - 0.8,Sunderland v Newcastle
Joelinton Ax10,0.4 - 0.6,Sunderland v Newcastle
Reinildo Mandava Ax10,0.2 - 0.4,Sunderland v Newcastle
Malick Thiaw Ax10,0.2 - 0.4,Sunderland v Newcastle
Fabian Schar Ax10,0 - 0.2,Sunderland v Newcastle
Bruno Fernandes Ax10,3.3 - 3.8,Man Utd v Bournemouth
Bryan Mbeumo Ax10,2.9 - 3.4,Man Utd v Bournemouth
Matheus Cunha Ax10,2.1 - 2.5,Man Utd v Bournemouth
Amad Diallo Ax10,1.9 - 2.3,Man Utd v Bournemouth
Marcus Tavernier Ax10,1.6 - 2,Man Utd v Bournemouth
Patrick Dorgu Ax10,1.3 - 1.6,Man Utd v Bournemouth
