assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,pts_bps_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,pts_bps_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,pts_bps_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers,whh,whd,wha
0,0,1,0,1,0.0,2,116,0.0,0.0,0.0,0.0,4,0,0,0.2,2.0,2025-08-17,2,False,16,0,0,0,0,0,1,0,45444,0,1,1,3,0.0,0,0,0,0,4.0,False,1,116,,,Aaron Hickey,0,0,0.0,1,Sub,Nottingham Forest,Brentford,3,1,28785,2025,732276,0.0,0,0,0,0.0,0.0,0.0,28785,Brentford,Aaron Hickey,Aaron Hickey,3,3,1,1.0,DEF,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.436,0.29,0.274
0,0,5,0,0,0.1,2,116,0.0,0.0,0.0,0.24,13,0,0,0.4,4.0,2025-08-23,11,False,2,0,0,0,0,0,2,0,48243,0,2,0,1,0.0,1,-2260,1689,3949,4.0,True,0,116,,,Aaron Hickey,0,0,0.0,3,Sub,Brentford,Aston Villa,1,0,28790,2025,733242,0.0,0,0,0,0.0,0.0,0.0,28790,Brentford,Aaron Hickey,Aaron Hickey,3,3,2,0.5,DEF,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.67,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2799.0,-0.4008513657325293,0.306,0.263,0.431
0,0,-1,0,0,0.3,0,116,0.0,0.0,0.0,0.16,33,1,0,0.1,0.2,2025-09-13,7,False,7,0,0,0,0,0,4,0,46557,0,0,2,2,0.0,1,-3059,1887,4946,4.0,True,0,116,,,Aaron Hickey,0,0,0.0,6,Sub,Brentford,Chelsea,2,2,28815,2025,737287,0.0,0,0,0,0.0,0.0,0.0,28815,Brentford,Aaron Hickey,Aaron Hickey,3,3,4,0.0,DEF,1,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.4,4.0,0.1,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.2,2.0,0.03,0.0,4.33,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.33,1.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.12,1.2,0.02,0.0,2.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-1686.0,-0.447680374652422,0.21,0.243,0.547
0,0,9,0,2,24.7,3,610,0.07,0.07,0.0,0.68,5,3,0,5.1,17.8,2025-08-16,90,False,17,0,0,0,6,0,1,0,2496105,1,1,0,3,8.0,1,0,0,0,4.5,False,0,610,,,Aaron Wan-Bissaka,0,0,0.0,90,MR,Sunderland,West Ham United,3,0,28781,2025,731803,0.0410665571689605,0,1,0,0.0,0.1317931413650512,0.0907265841960907,28781,West Ham United,Aaron Wan-Bissaka,Aaron Wan-Bissaka,2,2,1,2.4,DEF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.294,0.281,0.425
0,0,-8,0,5,19.8,5,610,0.06,0.06,0.0,2.74,20,5,0,3.7,17.0,2025-08-22,90,False,7,0,0,0,2,0,2,0,2297122,1,0,5,1,0.0,0,-257314,26509,283823,4.5,True,0,610,,,Aaron Wan-Bissaka,0,0,0.0,90,MR,West Ham United,Chelsea,1,5,28788,2025,732892,0.0403095930814743,0,1,0,0.0,0.198716789484024,0.1584071964025497,28788,West Ham United,Aaron Wan-Bissaka,Aaron Wan-Bissaka,3,2,2,0.0,DEF,0,0.0,0.07,0.07,0.0,0.68,3.0,0.0,5.1,17.8,24.7,8.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.04,0.0,0.0,1.0,0.0,0.0,0.13,0.09,2.4,0.0,0.02,0.02,0.0,0.23,1.0,0.0,1.7,5.93,8.23,2.67,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,0.33,0.0,0.0,0.0,0.01,0.0,0.0,0.33,0.0,0.0,0.04,0.03,0.8,0.0,0.01,0.01,0.0,0.14,0.6,0.0,1.02,3.56,4.94,1.6,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.2,0.0,0.0,0.0,0.01,0.0,0.0,0.2,0.0,0.0,0.03,0.02,0.48,-198983.0,-0.8291571607181986,0.2,0.25,0.55
0,0,7,0,0,0.0,1,406,0.0,0.0,0.0,0.08,7,0,0,0.4,3.6,2025-08-16,8,False,20,0,0,0,0,0,1,0,33910,0,1,4,0,0.0,1,0,0,0,5.5,False,0,406,,,Abdukodir Khusanov,0,0,0.0,3,Sub,Wolverhampton Wanderers,Manchester City,0,4,28783,2025,732764,0.0,0,0,0,0.0,0.0380213372409343,0.0380213372409343,28783,Manchester City,Abdukodir Khusanov,Abduqodir Khusanov,4,3,1,3.8,DEF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.151,0.199,0.651
0,0,8,0,2,2.3,6,406,0.01,0.01,0.0,1.19,22,1,0,1.6,14.0,2025-08-31,84,False,6,0,0,0,1,0,3,0,38205,1,4,1,2,0.0,1,-5476,1780,7256,5.4,False,1,406,,,Abdukodir Khusanov,0,0,0.0,90,DC,Brighton and Hove Albion,Manchester City,2,1,28805,2025,735701,0.0,0,0,0,0.0,0.0,0.0,28805,Manchester City,Abdukodir Khusanov,Abduqodir Khusanov,4,3,3,1.2,DEF,1,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.4,3.6,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,3.8,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.13,1.2,0.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,1.27,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.08,0.72,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.76,4295.0,-0.6060203629924745,0.252,0.245,0.503
0,0,27,1,10,2.1,12,406,0.01,0.01,0.0,1.51,38,0,0,2.2,20.0,2025-09-14,90,False,14,0,0,0,5,0,4,0,37626,1,2,0,3,0.0,8,-3359,2260,5619,5.4,True,0,406,,,Abdukodir Khusanov,0,0,0.0,90,DR,Manchester City,Manchester United,3,0,28817,2025,737809,0.0,0,0,0,0.0,0.5538634061813354,0.5538634061813354,28817,Manchester City,Abdukodir Khusanov,Abduqodir Khusanov,3,4,4,3.5,DEF,8,0.0,0.01,0.01,0.0,1.19,1.0,0.0,1.6,14.0,2.3,0.0,84.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.42,0.33,0.0,0.67,5.87,0.77,0.0,30.67,0.0,0.0,0.0,0.0,0.33,0.0,0.33,1.67,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,1.67,0.0,0.0,0.0,0.0,0.25,0.2,0.0,0.4,3.52,0.46,0.0,18.4,0.0,0.0,0.0,0.0,0.2,0.0,0.2,1.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,1.0,-579.0,-0.4263231374539916,,,
0,0,4,0,3,0.8,3,406,0.0,0.0,0.0,0.35,41,0,0,0.6,4.8,2025-09-21,45,False,1,0,0,0,3,0,5,0,51939,1,0,1,1,0.0,1,9130,11774,2644,5.4,False,0,406,,,Abdukodir Khusanov,0,0,0.0,51,DR,Arsenal,Manchester City,1,1,28827,2025,739606,0.0,0,0,0,0.0,0.0399459265172481,0.0399459265172481,28827,Manchester City,Abdukodir Khusanov,Abduqodir Khusanov,4,4,5,3.3,DEF,1,1.0,0.01,0.01,0.0,1.51,0.0,0.0,2.2,20.0,2.1,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.55,3.5,0.33,0.01,0.01,0.0,0.93,0.33,0.0,1.4,12.53,1.47,0.0,60.67,0.0,0.0,0.0,0.0,0.33,0.0,0.67,1.67,1.67,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2.83,0.2,0.0,0.0,0.0,0.56,0.2,0.0,0.84,7.52,0.88,0.0,36.4,0.0,0.0,0.0,0.0,0.2,0.0,0.4,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,1.7,14313.0,0.6332362324871689,0.51,0.242,0.248
0,0,2,0,8,10.5,9,73,0.08,0.08,0.0,2.1,1,3,0,2.7,12.2,2025-08-15,89,False,12,0,0,0,2,0,1,0,16405,1,1,2,4,4.0,1,0,0,0,4.5,False,0,73,,,Adam Smith,0,0,0.0,90,DR,Liverpool,Bournemouth,4,2,28778,2025,731587,0.3510007560253143,0,1,0,0.0,0.448314905166626,0.0973141565918922,28778,Bournemouth,Adam Smith,Adam Smith,3,5,1,0.9,DEF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.73,0.158,0.112
